store_id,product_id,date,sales,stock
FreshBazaar,Sugar,2024-06-09,44,50
FreshBazaar,Sugar,2024-06-10,49,41
FreshBazaar,Sugar,2024-06-11,40,48
FreshBazaar,Sugar,2024-06-12,54,40
FreshBazaar,Sugar,2024-06-13,42,35
FreshBazaar,Sugar,2024-06-14,54,44
FreshBazaar,Sugar,2024-06-15,53,26
FreshBazaar,Sugar,2024-06-16,66,38
FreshBazaar,Sugar,2024-06-17,47,26
FreshBazaar,Sugar,2024-06-18,73,24
FreshBazaar,Sugar,2024-06-19,58,23
FreshBazaar,Sugar,2024-06-20,82,25
FreshBazaar,Sugar,2024-06-21,80,25
FreshBazaar,Sugar,2024-06-22,80,32
FreshBazaar,Sugar,2024-06-23,79,9
FreshBazaar,Sugar,2024-06-24,75,0
FreshBazaar,Sugar,2024-06-25,80,22
FreshBazaar,Sugar,2024-06-26,86,0
FreshBazaar,Sugar,2024-06-27,94,0
FreshBazaar,Sugar,2024-06-28,67,0
FreshBazaar,Sugar,2024-06-29,99,0
FreshBazaar,Sugar,2024-06-30,60,0
FreshBazaar,Wheat Flour,2024-06-01,47,107
FreshBazaar,Wheat Flour,2024-06-02,50,104
FreshBazaar,Wheat Flour,2024-06-03,52,102
FreshBazaar,Wheat Flour,2024-06-04,54,102
FreshBazaar,Wheat Flour,2024-06-05,55,99
FreshBazaar,Wheat Flour,2024-06-06,65,93
FreshBazaar,Wheat Flour,2024-06-07,55,91
FreshBazaar,Wheat Flour,2024-06-08,69,89
FreshBazaar,Wheat Flour,2024-06-09,66,89
FreshBazaar,Wheat Flour,2024-06-10,59,88
FreshBazaar,Wheat Flour,2024-06-11,72,88
FreshBazaar,Wheat Flour,2024-06-12,66,76
FreshBazaar,Wheat Flour,2024-06-13,77,78
FreshBazaar,Wheat Flour,2024-06-14,66,73
FreshBazaar,Wheat Flour,2024-06-15,74,80
FreshBazaar,Wheat Flour,2024-06-16,67,74
FreshBazaar,Wheat Flour,2024-06-17,71,65
FreshBazaar,Wheat Flour,2024-06-18,80,60
FreshBazaar,Wheat Flour,2024-06-19,83,69
FreshBazaar,Wheat Flour,2024-06-20,81,76
FreshBazaar,Wheat Flour,2024-06-21,85,47
FreshBazaar,Wheat Flour,2024-06-22,85,65
FreshBazaar,Wheat Flour,2024-06-23,69,71
FreshBazaar,Wheat Flour,2024-06-24,71,65
FreshBazaar,Wheat Flour,2024-06-25,83,38
FreshBazaar,Wheat Flour,2024-06-26,108,67
FreshBazaar,Wheat Flour,2024-06-27,86,61
FreshBazaar,Wheat Flour,2024-06-28,98,50
FreshBazaar,Wheat Flour,2024-06-29,80,54
FreshBazaar,Wheat Flour,2024-06-30,91,62
FreshBazaar,Moong Dal,2024-06-01,34,92
FreshBazaar,Moong Dal,2024-06-02,40,89
FreshBazaar,Moong Dal,2024-06-03,42,88
FreshBazaar,Moong Dal,2024-06-04,45,85
FreshBazaar,Moong Dal,2024-06-05,45,83
FreshBazaar,Moong Dal,2024-06-06,49,81
FreshBazaar,Moong Dal,2024-06-07,52,77
FreshBazaar,Moong Dal,2024-06-08,43,81
FreshBazaar,Moong Dal,2024-06-09,46,71
FreshBazaar,Moong Dal,2024-06-10,62,70
FreshBazaar,Moong Dal,2024-06-11,57,73
FreshBazaar,Moong Dal,2024-06-12,53,71
FreshBazaar,Moong Dal,2024-06-13,53,60
FreshBazaar,Moong Dal,2024-06-14,48,67
FreshBazaar,Moong Dal,2024-06-15,42,53
FreshBazaar,Moong Dal,2024-06-16,57,51
FreshBazaar,Moong Dal,2024-06-17,76,57
FreshBazaar,Moong Dal,2024-06-18,79,50
FreshBazaar,Moong Dal,2024-06-19,77,38
FreshBazaar,Moong Dal,2024-06-20,74,45
FreshBazaar,Moong Dal,2024-06-21,73,45
FreshBazaar,Moong Dal,2024-06-22,69,31
FreshBazaar,Moong Dal,2024-06-23,70,32
FreshBazaar,Moong Dal,2024-06-24,74,28
FreshBazaar,Moong Dal,2024-06-25,85,48
FreshBazaar,Moong Dal,2024-06-26,85,41
FreshBazaar,Moong Dal,2024-06-27,87,37
FreshBazaar,Moong Dal,2024-06-28,89,44
FreshBazaar,Moong Dal,2024-06-29,95,28
FreshBazaar,Moong Dal,2024-06-30,108,22
BigMart,Sunflower Oil,2024-06-01,46,80
BigMart,Sunflower Oil,2024-06-02,47,77
BigMart,Sunflower Oil,2024-06-03,50,74
BigMart,Sunflower Oil,2024-06-04,46,71
BigMart,Sunflower Oil,2024-06-05,57,69
BigMart,Sunflower Oil,2024-06-06,52,70
BigMart,Sunflower Oil,2024-06-07,61,67
BigMart,Sunflower Oil,2024-06-08,58,61
BigMart,Sunflower Oil,2024-06-09,56,57
BigMart,Sunflower Oil,2024-06-10,61,59
BigMart,Sunflower Oil,2024-06-11,60,61
BigMart,Sunflower Oil,2024-06-12,56,57
BigMart,Sunflower Oil,2024-06-13,55,56
BigMart,Sunflower Oil,2024-06-14,59,43
BigMart,Sunflower Oil,2024-06-15,75,48
BigMart,Sunflower Oil,2024-06-16,63,45
BigMart,Sunflower Oil,2024-06-17,75,52
BigMart,Sunflower Oil,2024-06-18,72,45
BigMart,Sunflower Oil,2024-06-19,78,26
BigMart,Sunflower Oil,2024-06-20,84,44
BigMart,Sunflower Oil,2024-06-21,66,45
BigMart,Sunflower Oil,2024-06-22,70,39
BigMart,Sunflower Oil,2024-06-23,67,14
BigMart,Sunflower Oil,2024-06-24,72,31
BigMart,Sunflower Oil,2024-06-25,107,34
BigMart,Sunflower Oil,2024-06-26,75,17
BigMart,Sunflower Oil,2024-06-27,113,30
BigMart,Sunflower Oil,2024-06-28,108,31
BigMart,Sunflower Oil,2024-06-29,86,27
BigMart,Sunflower Oil,2024-06-30,71,9
BigMart,Olive Oil,2024-06-01,66,96
BigMart,Olive Oil,2024-06-02,69,93
BigMart,Olive Oil,2024-06-03,67,90
BigMart,Olive Oil,2024-06-04,70,90
BigMart,Olive Oil,2024-06-05,70,86
BigMart,Olive Oil,2024-06-06,75,87
BigMart,Olive Oil,2024-06-07,79,78
BigMart,Olive Oil,2024-06-08,87,83
BigMart,Olive Oil,2024-06-09,78,83
BigMart,Olive Oil,2024-06-10,86,71
BigMart,Olive Oil,2024-06-11,88,78
BigMart,Olive Oil,2024-06-12,81,69
BigMart,Olive Oil,2024-06-13,96,65
BigMart,Olive Oil,2024-06-14,83,62
BigMart,Olive Oil,2024-06-15,101,65
BigMart,Olive Oil,2024-06-16,98,65
BigMart,Olive Oil,2024-06-17,88,66
BigMart,Olive Oil,2024-06-18,96,59
BigMart,Olive Oil,2024-06-19,93,64
BigMart,Olive Oil,2024-06-20,112,53
BigMart,Olive Oil,2024-06-21,109,42
BigMart,Olive Oil,2024-06-22,90,58
BigMart,Olive Oil,2024-06-23,114,59
BigMart,Olive Oil,2024-06-24,106,48
BigMart,Olive Oil,2024-06-25,104,40
BigMart,Olive Oil,2024-06-26,112,43
BigMart,Olive Oil,2024-06-27,121,34
BigMart,Olive Oil,2024-06-28,121,31
BigMart,Olive Oil,2024-06-29,128,44
BigMart,Olive Oil,2024-06-30,111,39
BigMart,Salt,2024-06-01,73,71
BigMart,Salt,2024-06-02,71,68
BigMart,Salt,2024-06-03,75,67
BigMart,Salt,2024-06-04,77,66
BigMart,Salt,2024-06-05,79,63
BigMart,Salt,2024-06-06,82,61
BigMart,Salt,2024-06-07,81,58
BigMart,Salt,2024-06-08,83,58
BigMart,Salt,2024-06-09,87,54
BigMart,Salt,2024-06-10,92,45
BigMart,Salt,2024-06-11,89,47
BigMart,Salt,2024-06-12,81,39
BigMart,Salt,2024-06-13,84,52
BigMart,Salt,2024-06-14,89,36
BigMart,Salt,2024-06-15,88,39
BigMart,Salt,2024-06-16,107,38
BigMart,Salt,2024-06-17,100,42
BigMart,Salt,2024-06-18,96,37
BigMart,Salt,2024-06-19,101,34
BigMart,Salt,2024-06-20,101,24
BigMart,Salt,2024-06-21,101,32
BigMart,Salt,2024-06-22,116,22
BigMart,Salt,2024-06-23,108,12
BigMart,Salt,2024-06-24,87,24
BigMart,Salt,2024-06-25,92,2
BigMart,Salt,2024-06-26,116,3
BigMart,Salt,2024-06-27,138,22
BigMart,Salt,2024-06-28,98,10
BigMart,Salt,2024-06-29,124,0
BigMart,Salt,2024-06-30,118,0
BigMart,Sugar,2024-06-01,66,91
BigMart,Sugar,2024-06-02,67,89
BigMart,Sugar,2024-06-03,65,86
BigMart,Sugar,2024-06-04,69,82
BigMart,Sugar,2024-06-05,68,80
BigMart,Sugar,2024-06-06,77,78
BigMart,Sugar,2024-06-07,71,81
BigMart,Sugar,2024-06-08,81,76
BigMart,Sugar,2024-06-09,82,76
BigMart,Sugar,2024-06-10,85,66
BigMart,Sugar,2024-06-11,74,68
BigMart,Sugar,2024-06-12,76,66
BigMart,Sugar,2024-06-13,85,65
BigMart,Sugar,2024-06-14,81,58
BigMart,Sugar,2024-06-15,87,52
BigMart,Sugar,2024-06-16,91,50
BigMart,Sugar,2024-06-17,90,55
BigMart,Sugar,2024-06-18,97,62
BigMart,Sugar,2024-06-19,80,44
BigMart,Sugar,2024-06-20,85,44
BigMart,Sugar,2024-06-21,99,48
BigMart,Sugar,2024-06-22,108,46
BigMart,Sugar,2024-06-23,95,55
BigMart,Sugar,2024-06-24,114,41
BigMart,Sugar,2024-06-25,122,20
BigMart,Sugar,2024-06-26,103,17
BigMart,Sugar,2024-06-27,87,30
BigMart,Sugar,2024-06-28,92,16
BigMart,Sugar,2024-06-29,125,34
BigMart,Sugar,2024-06-30,109,29
BigMart,Maida,2024-06-01,73,99
BigMart,Maida,2024-06-02,72,97
BigMart,Maida,2024-06-03,74,93
BigMart,Maida,2024-06-04,74,90
BigMart,Maida,2024-06-05,78,87
BigMart,Maida,2024-06-06,79,85
BigMart,Maida,2024-06-07,85,87
BigMart,Maida,2024-06-08,84,86
BigMart,Maida,2024-06-09,92,84
BigMart,Maida,2024-06-10,88,73
BigMart,Maida,2024-06-11,78,70
BigMart,Maida,2024-06-12,101,66
BigMart,Maida,2024-06-13,91,75
BigMart,Maida,2024-06-14,100,78
BigMart,Maida,2024-06-15,96,76
BigMart,Maida,2024-06-16,101,68
BigMart,Maida,2024-06-17,104,62
BigMart,Maida,2024-06-18,107,65
BigMart,Maida,2024-06-19,106,65
BigMart,Maida,2024-06-20,89,45
BigMart,Maida,2024-06-21,88,40
BigMart,Maida,2024-06-22,119,36
BigMart,Maida,2024-06-23,101,50
BigMart,Maida,2024-06-24,117,34
BigMart,Maida,2024-06-25,130,47
BigMart,Maida,2024-06-26,126,52
BigMart,Maida,2024-06-27,94,48
BigMart,Maida,2024-06-28,102,56
BigMart,Maida,2024-06-29,95,40
BigMart,Maida,2024-06-30,129,46
BigMart,Masoor Dal,2024-06-01,67,96
BigMart,Masoor Dal,2024-06-02,67,93
BigMart,Masoor Dal,2024-06-03,68,91
BigMart,Masoor Dal,2024-06-04,71,90
BigMart,Masoor Dal,2024-06-05,69,85
BigMart,Masoor Dal,2024-06-06,71,88
BigMart,Masoor Dal,2024-06-07,83,80
BigMart,Masoor Dal,2024-06-08,72,76
BigMart,Masoor Dal,2024-06-09,75,76
BigMart,Masoor Dal,2024-06-10,79,81
BigMart,Masoor Dal,2024-06-11,87,67
BigMart,Masoor Dal,2024-06-12,91,65
BigMart,Masoor Dal,2024-06-13,93,76
BigMart,Masoor Dal,2024-06-14,89,69
BigMart,Masoor Dal,2024-06-15,83,73
BigMart,Masoor Dal,2024-06-16,87,58
BigMart,Masoor Dal,2024-06-17,80,60
BigMart,Masoor Dal,2024-06-18,99,49
BigMart,Masoor Dal,2024-06-19,92,61
BigMart,Masoor Dal,2024-06-20,113,44
BigMart,Masoor Dal,2024-06-21,106,45
BigMart,Masoor Dal,2024-06-22,108,45
BigMart,Masoor Dal,2024-06-23,111,51
BigMart,Masoor Dal,2024-06-24,113,55
BigMart,Masoor Dal,2024-06-25,118,59
BigMart,Masoor Dal,2024-06-26,100,35
BigMart,Masoor Dal,2024-06-27,127,32
BigMart,Masoor Dal,2024-06-28,113,23
BigMart,Masoor Dal,2024-06-29,93,13
BigMart,Masoor Dal,2024-06-30,109,24
SuperMart,Toor Dal,2024-06-01,59,96
SuperMart,Toor Dal,2024-06-02,61,93
SuperMart,Toor Dal,2024-06-03,57,91
SuperMart,Toor Dal,2024-06-04,63,87
SuperMart,Toor Dal,2024-06-05,69,89
SuperMart,Toor Dal,2024-06-06,62,86
SuperMart,Toor Dal,2024-06-07,70,82
SuperMart,Toor Dal,2024-06-08,70,75
SuperMart,Toor Dal,2024-06-09,68,74
SuperMart,Toor Dal,2024-06-10,76,79
SuperMart,Toor Dal,2024-06-11,70,76
SuperMart,Toor Dal,2024-06-12,88,77
SuperMart,Toor Dal,2024-06-13,77,66
SuperMart,Toor Dal,2024-06-14,79,71
SuperMart,Toor Dal,2024-06-15,95,70
SuperMart,Toor Dal,2024-06-16,76,72
SuperMart,Toor Dal,2024-06-17,91,60
SuperMart,Toor Dal,2024-06-18,99,65
SuperMart,Toor Dal,2024-06-19,101,46
SuperMart,Toor Dal,2024-06-20,100,49
SuperMart,Toor Dal,2024-06-21,81,51
SuperMart,Toor Dal,2024-06-22,80,60
SuperMart,Toor Dal,2024-06-23,99,46
SuperMart,Toor Dal,2024-06-24,79,41
SuperMart,Toor Dal,2024-06-25,87,43
SuperMart,Toor Dal,2024-06-26,81,55
SuperMart,Toor Dal,2024-06-27,102,45
SuperMart,Toor Dal,2024-06-28,111,20
SuperMart,Toor Dal,2024-06-29,118,49
SuperMart,Toor Dal,2024-06-30,92,9
SuperMart,Rice,2024-06-01,64,74
SuperMart,Rice,2024-06-02,63,72
SuperMart,Rice,2024-06-03,63,70
SuperMart,Rice,2024-06-04,62,67
SuperMart,Rice,2024-06-05,68,63
SuperMart,Rice,2024-06-06,67,65
SuperMart,Rice,2024-06-07,69,64
SuperMart,Rice,2024-06-08,79,62
SuperMart,Rice,2024-06-09,76,53
SuperMart,Rice,2024-06-10,81,55
SuperMart,Rice,2024-06-11,85,52
SuperMart,Rice,2024-06-12,82,48
SuperMart,Rice,2024-06-13,84,40
SuperMart,Rice,2024-06-14,75,35
SuperMart,Rice,2024-06-15,81,39
SuperMart,Rice,2024-06-16,84,39
SuperMart,Rice,2024-06-17,93,45
SuperMart,Rice,2024-06-18,94,46
SuperMart,Rice,2024-06-19,75,23
SuperMart,Rice,2024-06-20,96,24
SuperMart,Rice,2024-06-21,89,14
SuperMart,Rice,2024-06-22,76,15
SuperMart,Rice,2024-06-23,103,24
SuperMart,Rice,2024-06-24,112,8
SuperMart,Rice,2024-06-25,98,5
SuperMart,Rice,2024-06-26,86,13
SuperMart,Rice,2024-06-27,108,7
SuperMart,Rice,2024-06-28,125,26
SuperMart,Rice,2024-06-29,94,21
SuperMart,Rice,2024-06-30,129,11
SuperMart,Wheat Flour,2024-06-01,68,84
SuperMart,Wheat Flour,2024-06-02,68,81
SuperMart,Wheat Flour,2024-06-03,73,79
SuperMart,Wheat Flour,2024-06-04,74,78
SuperMart,Wheat Flour,2024-06-05,73,75
SuperMart,Wheat Flour,2024-06-06,76,75
SuperMart,Wheat Flour,2024-06-07,78,72
SuperMart,Wheat Flour,2024-06-08,78,69
SuperMart,Wheat Flour,2024-06-09,83,62
SuperMart,Wheat Flour,2024-06-10,81,64
SuperMart,Wheat Flour,2024-06-11,93,68
SuperMart,Wheat Flour,2024-06-12,99,65
SuperMart,Wheat Flour,2024-06-13,82,61
SuperMart,Wheat Flour,2024-06-14,81,62
SuperMart,Wheat Flour,2024-06-15,85,54
SuperMart,Wheat Flour,2024-06-16,93,46
SuperMart,Wheat Flour,2024-06-17,78,47
SuperMart,Wheat Flour,2024-06-18,92,44
SuperMart,Wheat Flour,2024-06-19,86,52
SuperMart,Wheat Flour,2024-06-20,89,34
SuperMart,Wheat Flour,2024-06-21,90,24
SuperMart,Wheat Flour,2024-06-22,95,51
SuperMart,Wheat Flour,2024-06-23,95,25
SuperMart,Wheat Flour,2024-06-24,91,22
SuperMart,Wheat Flour,2024-06-25,125,18
SuperMart,Wheat Flour,2024-06-26,116,24
SuperMart,Wheat Flour,2024-06-27,104,32
SuperMart,Wheat Flour,2024-06-28,127,3
SuperMart,Wheat Flour,2024-06-29,125,37
SuperMart,Wheat Flour,2024-06-30,122,7
SuperMart,Mustard Oil,2024-06-01,34,97
SuperMart,Mustard Oil,2024-06-02,33,94
SuperMart,Mustard Oil,2024-06-03,38,92
SuperMart,Mustard Oil,2024-06-04,40,90
SuperMart,Mustard Oil,2024-06-05,35,90
SuperMart,Mustard Oil,2024-06-06,45,88
SuperMart,Mustard Oil,2024-06-07,44,83
SuperMart,Mustard Oil,2024-06-08,53,77
SuperMart,Mustard Oil,2024-06-09,52,82
SuperMart,Mustard Oil,2024-06-10,45,78
SuperMart,Mustard Oil,2024-06-11,52,74
SuperMart,Mustard Oil,2024-06-12,59,73
SuperMart,Mustard Oil,2024-06-13,58,75
SuperMart,Mustard Oil,2024-06-14,57,73
SuperMart,Mustard Oil,2024-06-15,49,61
SuperMart,Mustard Oil,2024-06-16,73,62
SuperMart,Mustard Oil,2024-06-17,62,63
SuperMart,Mustard Oil,2024-06-18,73,50
SuperMart,Mustard Oil,2024-06-19,62,62
SuperMart,Mustard Oil,2024-06-20,74,63
SuperMart,Mustard Oil,2024-06-21,78,42
SuperMart,Mustard Oil,2024-06-22,62,48
SuperMart,Mustard Oil,2024-06-23,59,37
SuperMart,Mustard Oil,2024-06-24,77,56
SuperMart,Mustard Oil,2024-06-25,67,40
SuperMart,Mustard Oil,2024-06-26,64,48
SuperMart,Mustard Oil,2024-06-27,87,26
SuperMart,Mustard Oil,2024-06-28,91,50
SuperMart,Mustard Oil,2024-06-29,74,18
SuperMart,Mustard Oil,2024-06-30,78,30
SuperMart,Poha,2024-06-01,49,107
SuperMart,Poha,2024-06-02,50,104
SuperMart,Poha,2024-06-03,51,102
SuperMart,Poha,2024-06-04,55,100
SuperMart,Poha,2024-06-05,59,97
SuperMart,Poha,2024-06-06,56,92
SuperMart,Poha,2024-06-07,65,92
SuperMart,Poha,2024-06-08,58,92
SuperMart,Poha,2024-06-09,60,85
SuperMart,Poha,2024-06-10,72,92
SuperMart,Poha,2024-06-11,71,81
SuperMart,Poha,2024-06-12,61,82
SuperMart,Poha,2024-06-13,64,82
SuperMart,Poha,2024-06-14,82,78
SuperMart,Poha,2024-06-15,68,65
SuperMart,Poha,2024-06-16,79,67
SuperMart,Poha,2024-06-17,65,63
SuperMart,Poha,2024-06-18,60,73
SuperMart,Poha,2024-06-19,90,76
SuperMart,Poha,2024-06-20,96,77
SuperMart,Poha,2024-06-21,90,56
SuperMart,Poha,2024-06-22,72,67
SuperMart,Poha,2024-06-23,98,57
SuperMart,Poha,2024-06-24,77,70
SuperMart,Poha,2024-06-25,73,57
SuperMart,Poha,2024-06-26,83,60
SuperMart,Poha,2024-06-27,93,31
SuperMart,Poha,2024-06-28,114,59
SuperMart,Poha,2024-06-29,114,48
SuperMart,Poha,2024-06-30,102,46
SuperMart,Chana Dal,2024-06-01,67,77
SuperMart,Chana Dal,2024-06-02,72,75
SuperMart,Chana Dal,2024-06-03,70,71
SuperMart,Chana Dal,2024-06-04,71,68
SuperMart,Chana Dal,2024-06-05,70,67
SuperMart,Chana Dal,2024-06-06,71,62
SuperMart,Chana Dal,2024-06-07,80,60
SuperMart,Chana Dal,2024-06-08,80,65
SuperMart,Chana Dal,2024-06-09,76,64
SuperMart,Chana Dal,2024-06-10,86,61
SuperMart,Chana Dal,2024-06-11,86,61
SuperMart,Chana Dal,2024-06-12,75,50
SuperMart,Chana Dal,2024-06-13,86,55
SuperMart,Chana Dal,2024-06-14,78,48
SuperMart,Chana Dal,2024-06-15,93,46
SuperMart,Chana Dal,2024-06-16,85,52
SuperMart,Chana Dal,2024-06-17,99,36
SuperMart,Chana Dal,2024-06-18,97,35
SuperMart,Chana Dal,2024-06-19,86,45
SuperMart,Chana Dal,2024-06-20,101,24
SuperMart,Chana Dal,2024-06-21,106,27
SuperMart,Chana Dal,2024-06-22,99,28
SuperMart,Chana Dal,2024-06-23,101,12
SuperMart,Chana Dal,2024-06-24,92,37
SuperMart,Chana Dal,2024-06-25,104,16
SuperMart,Chana Dal,2024-06-26,97,16
SuperMart,Chana Dal,2024-06-27,102,30
SuperMart,Chana Dal,2024-06-28,93,34
SuperMart,Chana Dal,2024-06-29,108,14
SuperMart,Chana Dal,2024-06-30,100,27
DailyNeeds,Milk Powder,2024-06-01,32,93
DailyNeeds,Milk Powder,2024-06-02,37,90
DailyNeeds,Milk Powder,2024-06-03,35,87
DailyNeeds,Milk Powder,2024-06-04,39,87
DailyNeeds,Milk Powder,2024-06-05,46,83
DailyNeeds,Milk Powder,2024-06-06,43,80
DailyNeeds,Milk Powder,2024-06-07,44,82
DailyNeeds,Milk Powder,2024-06-08,45,77
DailyNeeds,Milk Powder,2024-06-09,47,80
DailyNeeds,Milk Powder,2024-06-10,40,66
DailyNeeds,Milk Powder,2024-06-11,50,72
DailyNeeds,Milk Powder,2024-06-12,54,65
DailyNeeds,Milk Powder,2024-06-13,48,70
DailyNeeds,Milk Powder,2024-06-14,45,71
DailyNeeds,Milk Powder,2024-06-15,69,58
DailyNeeds,Milk Powder,2024-06-16,53,65
DailyNeeds,Milk Powder,2024-06-17,51,53
DailyNeeds,Milk Powder,2024-06-18,63,66
DailyNeeds,Milk Powder,2024-06-19,75,39
DailyNeeds,Milk Powder,2024-06-20,69,47
DailyNeeds,Milk Powder,2024-06-21,75,59
DailyNeeds,Milk Powder,2024-06-22,64,32
DailyNeeds,Milk Powder,2024-06-23,56,45
DailyNeeds,Milk Powder,2024-06-24,71,25
DailyNeeds,Milk Powder,2024-06-25,61,25
DailyNeeds,Milk Powder,2024-06-26,79,44
DailyNeeds,Milk Powder,2024-06-27,89,24
DailyNeeds,Milk Powder,2024-06-28,76,18
DailyNeeds,Milk Powder,2024-06-29,91,43
DailyNeeds,Milk Powder,2024-06-30,85,6
DailyNeeds,Sugar,2024-06-01,50,87
DailyNeeds,Sugar,2024-06-02,53,85
DailyNeeds,Sugar,2024-06-03,55,82
DailyNeeds,Sugar,2024-06-04,57,80
DailyNeeds,Sugar,2024-06-05,59,75
DailyNeeds,Sugar,2024-06-06,61,73
DailyNeeds,Sugar,2024-06-07,56,75
DailyNeeds,Sugar,2024-06-08,65,66
DailyNeeds,Sugar,2024-06-09,61,72
DailyNeeds,Sugar,2024-06-10,65,63
DailyNeeds,Sugar,2024-06-11,68,60
DailyNeeds,Sugar,2024-06-12,67,70
DailyNeeds,Sugar,2024-06-13,73,66
DailyNeeds,Sugar,2024-06-14,65,50
DailyNeeds,Sugar,2024-06-15,84,50
